method,seed,iteration,episodes,wall_clock_s,exploitability
PPO,0,676,86528,52.2578125,1.2083605265558255
PPO,0,691,88448,53.395051207975484,1.11984381944803
PPO,0,706,90368,54.53661304200068,1.1575760197532163
PPO,0,721,92288,55.672134250053205,1.0105886813568856
PPO,0,736,94208,56.8212065420812,1.1594333987398309
PPO,0,751,96128,57.964209874975495,1.1886350364688387
PPO,0,766,98048,59.108827667078,1.1965240481834822
PPO,0,781,99968,60.25118245801423,1.335641341823672
PPO,0,796,101888,61.39303320797626,1.4778745589288789
PPO,0,811,103808,62.53891120804474,1.3693434071829687
PPO,0,826,105728,63.68270112504251,1.526711580707885
PPO,0,841,107648,64.82691016700119,1.6018614674939098
PPO,0,856,109568,65.97194525005762,0.9878775194824978
PPO,0,871,111488,67.12068175000604,0.9359611255552819
PPO,0,886,113408,68.26559591700789,0.8811295508097985
PPO,0,901,115328,69.41022425005212,0.948568881715093
PPO,0,916,117248,70.55517750000581,0.8061920451874102
PPO,0,931,119168,71.7727499169996,0.8648834225584099
PPO,0,946,121088,72.92682337504812,0.8819268338889082
PPO,0,961,123008,74.024762541987,0.8306833959997103
PPO,0,976,124928,75.16037575004157,0.8198341800290176
PPO,0,991,126848,76.30064720800146,0.9612787788886807
PPO,0,1006,128768,77.45516975002829,0.9831454946470135
PPO,0,1021,130688,78.6159250830533,1.142383364938028
PPO,0,1036,132608,79.77764383307658,1.0329987286675275
PPO,0,1051,134528,80.88319529197179,1.2340252392429822
PPO,0,1066,136448,82.03149175003637,1.0495638089037596
PPO,0,1081,138368,83.17678091698326,1.2816294805765214
PPO,0,1096,140288,84.32265874999575,1.399364767417985
PPO,0,1111,142208,85.46717158297542,1.141984924528423
PPO,0,1126,144128,86.61474650003947,0.9117853126378277
PPO,0,1141,146048,87.76279679196887,0.9668120977293034
PPO,0,1156,147968,88.94872275006492,0.9741027974744606
PPO,0,1171,149888,90.20063604204915,0.9272670613100142
PPO,0,1186,151808,91.32245733297896,1.0212652388840464
PPO,0,1201,153728,92.60364970797673,1.0163320812944436
PPO,0,1216,155648,93.77802149998024,1.0254007466617185
PPO,0,1231,157568,94.95901595801115,0.865995969636028
PPO,0,1246,159488,96.11421650007833,0.8424680477002078
PPO,0,1261,161408,97.27323879208416,0.9104438445553464
PPO,0,1276,163328,98.39760274998844,1.0172282951189036
PPO,0,1291,165248,99.51810250000563,1.0662797347081727
PPO,0,1306,167168,100.98741170798894,1.1873412079102477
PPO,0,1321,169088,102.22182520804927,1.1547602246032538
PPO,0,1336,171008,103.52314066700637,1.3319307909987792
PPO,0,1351,172928,104.6793423750205,1.2704835538968344
PPO,0,1366,174848,105.79983254207764,1.1312757982613357
PPO,0,1381,176768,106.88757745805196,1.330886176540476
PPO,0,1396,178688,108.03477975004353,1.080551276222731
PPO,0,1411,180608,109.17359300004318,1.1667192532954036
PPO,0,1426,182528,110.29361479205545,0.8772621849969553
PPO,0,1441,184448,111.43977120798081,0.9196132382231603
PPO,0,1456,186368,112.57422354200389,1.1565531127356823
PPO,0,1471,188288,113.723339958,1.210628323139852
PPO,0,1486,190208,114.8658102080226,1.3918995010034716
PPO,0,1501,192128,116.03075174998958,1.1171941033312756
PPO,0,1516,194048,117.32494758302346,1.3956549512176668
PPO,0,1531,195968,118.48938258306589,1.7799395903664177
PPO,0,1546,197888,119.9134975830093,1.4038660335224944
PPO,0,1561,199808,121.08669224998448,1.4953939182294844
PPO,0,1576,201728,122.23507070797496,1.7691195282702412
PPO,0,1591,203648,123.37479625002015,1.6627318101915505
PPO,0,1606,205568,124.54263887507841,1.3585398942815199
PPO,0,1621,207488,125.70397054206114,1.7157343302936487
PPO,0,1636,209408,126.84571941697504,1.292342739559166
PPO,0,1651,211328,128.0242571249837,1.2445794518109863
PPO,0,1666,213248,129.20679704204667,1.2031213264197875
