method,seed,iteration,episodes,wall_clock_s,exploitability
RMPG,0,5000,5000,1.5540058340411633,2.1640081944810765
RMPG,0,10000,10000,3.02756604203023,1.8805055769026535
RMPG,0,15000,15000,4.441240292042494,1.7006826284281231
RMPG,0,20000,20000,5.834239375079051,1.537390685427888
RMPG,0,25000,25000,7.252515000058338,1.3118262599624
RMPG,0,30000,30000,8.666543125058524,1.251270544426529
RMPG,0,35000,35000,10.081023083999753,1.1481922825149762
RMPG,0,40000,40000,11.501122625079006,1.0376549263411776
RMPG,0,45000,45000,12.915683625033125,0.9942943802081186
RMPG,0,50000,50000,14.32187370909378,1.0178084341645626
RMPG,0,55000,55000,15.746352334041148,0.9310525732250343
RMPG,0,60000,60000,17.157284792046994,0.8904353326241543
RMPG,0,65000,65000,18.576726583996788,0.9291664309821838
RMPG,0,70000,70000,19.97090866707731,1.0610511073702882
RMPG,0,75000,75000,21.389938917011023,1.18693565828082
RMPG,0,80000,80000,22.822171584004536,1.0115159944473682
RMPG,0,85000,85000,24.270673250081018,0.9398716799128245
RMPG,0,90000,90000,25.739857084001414,0.8535429005254742
RMPG,0,95000,95000,27.3248905420769,0.9576541912187388
RMPG,0,100000,100000,28.826450792024843,0.8518924451378662
RMPG,0,105000,105000,30.279848084086552,0.8521848279831399
RMPG,0,110000,110000,31.73355312505737,1.0775527967307967
RMPG,0,115000,115000,33.17914445907809,0.7938678032176685
RMPG,0,120000,120000,34.60077220899984,0.7595085868165873
RMPG,0,125000,125000,36.02390324999578,1.0691866843177753
RMPG,0,130000,130000,37.467866500024684,1.5314371993485811
RMPG,0,135000,135000,38.94718416698743,1.0686598552460733
RMPG,0,140000,140000,40.41105595906265,0.8127303269790742
RMPG,0,145000,145000,41.863855667063035,0.9580789792166116
RMPG,0,150000,150000,43.298104875022545,0.8979326571463009
RMPG,0,155000,155000,44.73126187501475,0.8224064754098359
RMPG,0,160000,160000,46.18565674999263,1.2025722621886272
RMPG,0,165000,165000,47.64251445909031,1.0235733978174617
RMPG,0,170000,170000,49.106925125001,1.032735109470313
RMPG,0,175000,175000,50.60434033407364,1.0690785849609994
RMPG,0,180000,180000,52.07589033409022,0.9283104779242408
RMPG,0,185000,185000,53.648581792018376,1.145455500629773
RMPG,0,190000,190000,55.1638605420012,1.0705882000947218
RMPG,0,195000,195000,56.61034758400638,1.0576324321206394
RMPG,0,200000,200000,58.09159445902333,1.1770479599497732
RMPG,0,205000,205000,59.55647987499833,0.8410415019562012
RMPG,0,210000,210000,61.066057958989404,1.0272621900797718
RMPG,0,215000,215000,62.56087975006085,1.0312305444454475
RMPG,0,220000,220000,64.02667329204269,1.0023139439653381
RMPG,0,225000,225000,65.48055345902685,0.9956402536050704
RMPG,0,230000,230000,66.93526858405676,1.1301308017109668
RMPG,0,235000,235000,68.40898804203607,1.1006481202666756
RMPG,0,240000,240000,69.87106841709465,0.9972620454939192
RMPG,0,245000,245000,71.32777675008401,0.9375927506323423
RMPG,0,250000,250000,72.77142574999016,0.9051034640112013
RMPG,0,255000,255000,74.20751279208343,0.869908709911885
RMPG,0,260000,260000,75.6430968750501,0.8118817603705744
RMPG,0,265000,265000,77.07378395902924,0.9861977713483508
RMPG,0,270000,270000,78.47594737506006,1.1233152230757601
RMPG,0,275000,275000,80.00708416709676,1.3815942878051133
RMPG,0,280000,280000,81.4273147090571,1.0604104373325192
RMPG,0,285000,285000,82.83724954200443,0.8413593303167443
RMPG,0,290000,290000,84.28510141698644,0.9158838667980909
RMPG,0,295000,295000,85.72967316699214,1.1060175257597187
RMPG,0,300000,300000,87.16748895903584,1.337026472695031
RMPG,0,305000,305000,88.60295195900835,1.0489559841975988
RMPG,0,310000,310000,90.05742525006644,0.826015194537056
RMPG,0,315000,315000,91.4997012920212,1.1882926374093379
RMPG,0,320000,320000,92.94563491700683,1.0689890614241446
RMPG,0,325000,325000,94.4250172500033,0.9341139766114694
RMPG,0,330000,330000,95.86824058403727,1.0495511047117425
RMPG,0,335000,335000,97.33363450004254,0.820504589689343
RMPG,0,340000,340000,98.8118143340107,0.7072751389756855
RMPG,0,345000,345000,100.28104370902292,0.9517102785374997
RMPG,0,350000,350000,101.86175316700246,0.8817848766497722
RMPG,0,355000,355000,103.31158208404668,0.8196840032724098
RMPG,0,360000,360000,104.75199145905208,0.9096931683634195
RMPG,0,365000,365000,106.23055158404168,1.185716261631684
RMPG,0,370000,370000,107.72223625006154,1.1020682241821729
RMPG,0,375000,375000,109.2024477920495,1.155366996295992
RMPG,0,380000,380000,110.68006341706496,1.34382624061474
RMPG,0,385000,385000,112.18804820906371,1.1710769912205148
RMPG,0,390000,390000,113.68717670906335,0.8205447945119411
RMPG,0,395000,395000,115.16966975003015,1.0026042224178295
RMPG,0,400000,400000,116.67632458405569,0.9303764934337386
RMPG,0,405000,405000,118.15999787498731,0.7495070283856531
RMPG,0,410000,410000,119.65155525004957,1.0848891082793453
RMPG,0,415000,415000,121.13826233404689,0.8421559536405999
RMPG,0,420000,420000,122.61253541707993,1.100133621003267
RMPG,0,425000,425000,124.09841908409726,0.9253424056349824
RMPG,0,430000,430000,125.5751940420596,0.9193659164274977
RMPG,0,435000,435000,127.18638541700784,0.7671535411505137
RMPG,0,440000,440000,128.6743882499868,1.030995816464218
RMPG,0,445000,445000,130.13902975001838,1.054006452333835
RMPG,0,450000,450000,131.6055903750239,1.0552214920952876
RMPG,0,455000,455000,133.07743654202204,1.1234139575470494
RMPG,0,460000,460000,134.5700384590309,1.2183601931848536
RMPG,0,465000,465000,136.04402637504973,0.8165549349512415
RMPG,0,470000,470000,137.48014554206748,0.7026731271821706
RMPG,0,475000,475000,138.92593583406415,0.6459005264657646
RMPG,0,480000,480000,140.3550425840076,0.8168143447163497
RMPG,0,485000,485000,141.78396262507886,0.7206679292914415
RMPG,0,490000,490000,143.20402762503363,0.8457487474890708
RMPG,0,495000,495000,144.6410307920305,1.1567372829231104
RMPG,0,500000,500000,146.0684920840431,1.3479650485063313
RMPG,0,505000,505000,147.49188450002111,1.219213049841992
RMPG,0,510000,510000,148.9201781670563,0.8701326029110238
RMPG,0,515000,515000,150.3753206670517,1.128147886905703
RMPG,0,520000,520000,151.84598566708155,0.9937778755169107
RMPG,0,525000,525000,153.43306512502022,0.8258002323885056
RMPG,0,530000,530000,154.92628558399156,0.8038994906936625
RMPG,0,535000,535000,156.36127629200928,0.8887330344652551
RMPG,0,540000,540000,157.82802641706076,0.8430321174209694
RMPG,0,545000,545000,159.28124845901038,0.8757216943741091
RMPG,0,550000,550000,160.7278406249825,0.8352824835133416
RMPG,0,555000,555000,162.18211350007914,0.8007831724505022
RMPG,0,560000,560000,163.64214487501886,0.9020252427265291
RMPG,0,565000,565000,165.09007258398924,0.8100798590446513
RMPG,0,570000,570000,166.56066058401484,1.1044920749901936
RMPG,0,575000,575000,168.02330070908647,0.9518290324432073
RMPG,0,580000,580000,169.4648367500631,0.9081852922104681
RMPG,0,585000,585000,170.9012235000264,0.7980099478324869
RMPG,0,590000,590000,172.34494337509386,0.9245053350001564
RMPG,0,595000,595000,173.80978795909323,1.0149705987502702
RMPG,0,600000,600000,175.26569091703277,1.039071600694733
RMPG,0,605000,605000,176.73473675001878,1.1569527817453575
RMPG,0,610000,610000,178.28950445901137,0.8411825471622111
RMPG,0,615000,615000,179.81135275005363,1.046714687883463
RMPG,0,620000,620000,181.28694766701665,1.1098273124256222
