bluff_J,value_K,aggression,fold_facing_bet,fold_K,exploitability,eta,seed
0.26359865069389343,0.45231159031391144,0.35460067072755885,0.2532239168015225,0.07327086766599678,1.8801074959803308,0.05,0
0.2657518535852432,0.4414374828338623,0.3669082528839891,0.25258805130112866,0.07489213436089742,1.8740872239314612,0.05,1
0.32253867387771606,0.5224616229534149,0.33400145748184407,0.24288296952204874,0.07084351232221636,1.6015508705013168,0.1,0
0.38992226123809814,0.5445699393749237,0.3274548621609425,0.24736841991827346,0.08148951901239343,1.614303383283762,0.1,1
0.20402512699365616,0.7926142513751984,0.29900301460367745,0.23727070275643386,0.09467671228832422,1.3713651155950504,0.3,0
0.18537133187055588,0.7001812756061554,0.32632240957110864,0.22478175653407398,0.07732495557194433,1.4435815502333729,0.3,1
0.10746465995907784,0.852849692106247,0.27731738329151623,0.2802111478455257,0.13447961999470584,1.392857278791487,0.5,0
0.12314188107848167,0.9009325802326202,0.301498000164771,0.2723486386843993,0.12848711667510754,1.452549508693283,0.5,1
